short10,3,0008,1,196.0,298.0,373.0,459.0
short10,3,0009,4,535.0,98.0,737.0,690.0
short10,3,0009,3,668.0,117.0,803.0,685.0
short10,3,0009,1,195.0,300.0,371.0,460.0
short10,3,0010,4,544.0,101.0,732.0,691.0
short10,3,0010,3,659.0,116.0,804.0,686.0
short10,3,0010,1,193.0,302.0,368.0,463.0
short10,3,0011,4,540.0,106.0,726.0,690.0
short10,3,0011,3,659.0,125.0,809.0,683.0
short10,3,0011,1,191.0,302.0,369.0,462.0
short10,3,0012,4,526.0,105.0,718.0,688.0
short10,3,0012,3,665.0,101.0,808.0,687.0
short10,3,0012,1,193.0,301.0,368.0,458.0
short10,4,0010,3,544.0,101.0,732.0,691.0
short10,4,0010,2,193.0,302.0,368.0,463.0
short10,4,0011,3,540.0,106.0,726.0,690.0
short10,4,0011,2,191.0,302.0,369.0,462.0
short10,4,0012,3,526.0,105.0,718.0,688.0
short10,4,0012,2,193.0,301.0,368.0,458.0
short10,4,0013,3,520.0,104.0,713.0,687.0
short10,4,0013,2,192.0,302.0,368.0,459.0
short10,4,0014,3,516.0,111.0,712.0,688.0
short10,4,0014,2,193.0,303.0,367.0,459.0
short10,4,0015,3,513.0,112.0,718.0,687.0
short10,4,0015,2,194.0,302.0,365.0,458.0
short10,5,0013,4,520.0,104.0,713.0,687.0
short10,5,0013,1,192.0,302.0,368.0,459.0
short10,5,0014,4,516.0,111.0,712.0,688.0
short10,5,0014,1,193.0,303.0,367.0,459.0
short10,5,0015,4,513.0,112.0,718.0,687.0
short10,5,0015,1,194.0,302.0,365.0,458.0
short10,5,0016,4,517.0,113.0,722.0,682.0
short10,5,0016,1,195.0,300.0,364.0,456.0
short10,5,0017,4,502.0,108.0,743.0,683.0
short10,5,0017,1,194.0,301.0,362.0,456.0
short10,5,0018,4,518.0,110.0,747.0,684.0
short10,5,0018,1,192.0,302.0,363.0,457.0
short10,6,0016,3,517.0,113.0,722.0,682.0
short10,6,0017,3,502.0,108.0,743.0,683.0
short10,6,0018,3,518.0,110.0,747.0,684.0
short10,6,0019,3,512.0,108.0,826.0,684.0
short10,6,0020,3,483.0,105.0,840.0,682.0
short10,6,0021,3,463.0,106.0,663.0,683.0
short10,7,0019,3,689.0,97.0,972.0,683.0
short10,7,0020,3,694.0,93.0,965.0,691.0
short10,7,0021,3,756.0,85.0,953.0,679.0
short10,7,0022,3,774.0,76.0,937.0,673.0
short10,7,0023,3,769.0,69.0,930.0,556.0
short10,7,0024,3,766.0,73.0,949.0,679.0
short10,8,0022,3,774.0,76.0,937.0,673.0
short10,8,0023,3,769.0,69.0,930.0,556.0
short10,8,0024,3,766.0,73.0,949.0,679.0
short10,8,0025,3,730.0,85.0,948.0,677.0
short10,8,0026,3,751.0,81.0,948.0,675.0
short10,8,0027,3,753.0,70.0,1049.0,695.0
short10,9,0025,1,730.0,85.0,948.0,677.0
short10,9,0025,2,314.0,145.0,583.0,687.0
short10,9,0026,1,751.0,81.0,948.0,675.0
short10,9,0026,2,310.0,120.0,546.0,688.0
short10,9,0027,1,753.0,70.0,1049.0,695.0
short10,9,0027,2,172.0,139.0,570.0,716.0
short10,9,0028,1,753.0,66.0,1052.0,689.0
short10,9,0028,2,178.0,140.0,573.0,712.0
short10,9,0029,1,758.0,65.0,1072.0,688.0
short10,9,0029,2,188.0,145.0,579.0,683.0
short10,9,0030,1,764.0,63.0,1068.0,691.0
short10,9,0030,2,236.0,170.0,370.0,347.0
short10,10,0028,2,753.0,66.0,1052.0,689.0
short10,10,0028,4,178.0,140.0,573.0,712.0
short10,10,0028,1,1022.0,181.0,1247.0,716.0
short10,10,0029,2,758.0,65.0,1072.0,688.0
short10,10,0029,4,188.0,145.0,579.0,683.0
short10,10,0029,1,1036.0,197.0,1267.0,716.0
short10,10,0030,2,764.0,63.0,1068.0,691.0
short10,10,0030,4,209.0,142.0,581.0,669.0
short10,10,0030,1,1048.0,191.0,1280.0,716.0
short10,10,0031,2,769.0,59.0,1053.0,691.0
short10,10,0031,4,245.0,147.0,590.0,666.0
short10,10,0031,1,1077.0,186.0,1280.0,714.0
short10,10,0032,2,773.0,55.0,1058.0,681.0
short10,10,0032,4,253.0,161.0,613.0,668.0
short10,10,0032,1,1100.0,186.0,1280.0,715.0
short10,10,0033,2,768.0,59.0,1066.0,669.0
short10,10,0033,4,441.0,160.0,653.0,421.0
short10,10,0033,1,1120.0,186.0,1280.0,716.0
short10,11,0031,4,1077.0,186.0,1280.0,714.0
short10,11,0031,3,769.0,59.0,1053.0,691.0
short10,11,0032,4,1100.0,186.0,1280.0,715.0
short10,11,0032,3,773.0,55.0,1058.0,681.0
short10,11,0033,4,1120.0,186.0,1280.0,716.0
short10,11,0033,3,768.0,59.0,1066.0,669.0
short10,11,0034,4,1127.0,184.0,1280.0,717.0
short10,11,0034,3,758.0,63.0,1065.0,669.0
short10,11,0035,4,1133.0,186.0,1280.0,712.0
short10,11,0035,3,789.0,71.0,1030.0,419.0
short10,11,0036,4,1135.0,190.0,1280.0,716.0
short10,11,0036,3,783.0,87.0,1143.0,687.0
short10,12,0034,5,758.0,63.0,1065.0,669.0
short10,12,0034,3,1127.0,184.0,1280.0,717.0
short10,12,0034,1,318.0,258.0,489.0,353.0
short10,12,0035,5,789.0,71.0,1030.0,419.0
short10,12,0035,3,1133.0,186.0,1280.0,712.0
short10,12,0035,1,312.0,256.0,496.0,426.0
short10,12,0036,5,783.0,87.0,1143.0,687.0
short10,12,0036,3,1135.0,190.0,1280.0,716.0
short10,12,0036,1,313.0,255.0,496.0,425.0
short10,12,0037,5,764.0,105.0,1158.0,682.0
short10,12,0037,3,1132.0,191.0,1280.0,708.0
short10,12,0037,1,307.0,255.0,489.0,421.0
short10,12,0038,5,771.0,117.0,1132.0,683.0
short10,12,0038,3,1120.0,196.0,1280.0,698.0
short10,12,0038,1,283.0,252.0,464.0,430.0
short10,12,0039,5,774.0,122.0,1120.0,686.0
short10,12,0039,3,1099.0,201.0,1280.0,716.0
short10,12,0039,1,259.0,261.0,439.0,435.0
short10,13,0037,3,1132.0,191.0,1280.0,708.0
short10,13,0037,2,764.0,105.0,1158.0,682.0
short10,13,0037,1,307.0,255.0,489.0,421.0
short10,13,0038,3,1120.0,196.0,1280.0,698.0
short10,13,0038,2,771.0,117.0,1132.0,683.0
short10,13,0038,1,283.0,252.0,464.0,430.0
short10,13,0039,3,1099.0,201.0,1280.0,716.0
short10,13,0039,2,774.0,122.0,1120.0,686.0
short10,13,0039,1,259.0,261.0,439.0,435.0
short10,13,0040,3,1074.0,206.0,1280.0,714.0
short10,13,0040,2,756.0,118.0,1090.0,681.0
short10,13,0040,1,224.0,265.0,406.0,435.0
short10,13,0041,3,1066.0,213.0,1280.0,715.0
short10,13,0041,2,721.0,110.0,1070.0,703.0
short10,13,0041,1,200.0,254.0,380.0,434.0
short10,13,0042,3,1071.0,210.0,1280.0,711.0
short10,13,0042,2,714.0,96.0,1044.0,691.0
short10,13,0042,1,182.0,253.0,362.0,433.0
short10,14,0040,4,1074.0,206.0,1280.0,714.0
short10,14,0040,5,756.0,118.0,1090.0,681.0
short10,14,0040,3,224.0,265.0,406.0,435.0
short10,14,0041,4,1066.0,213.0,1280.0,715.0
short10,14,0041,5,721.0,110.0,1070.0,703.0
short10,14,0041,3,200.0,254.0,380.0,434.0
short10,14,0042,4,1071.0,210.0,1280.0,711.0
short10,14,0042,5,714.0,96.0,1044.0,691.0
short10,14,0042,3,182.0,253.0,362.0,433.0
short10,14,0043,4,1098.0,206.0,1280.0,713.0
short10,14,0043,5,647.0,93.0,1040.0,704.0
short10,14,0043,3,169.0,258.0,349.0,438.0
short10,14,0044,4,1116.0,198.0,1280.0,708.0
short10,14,0044,5,593.0,102.0,1034.0,685.0
short10,14,0044,3,163.0,264.0,344.0,438.0
short10,14,0045,4,1110.0,186.0,1280.0,703.0
short10,14,0045,5,515.0,111.0,1023.0,681.0
short10,14,0045,3,157.0,262.0,341.0,438.0
short10,15,0043,5,647.0,93.0,1040.0,704.0
short10,15,0043,4,1098.0,206.0,1280.0,713.0
short10,15,0044,5,593.0,102.0,1034.0,685.0
short10,15,0044,4,1116.0,198.0,1280.0,708.0
short10,15,0045,5,515.0,111.0,1023.0,681.0
short10,15,0045,4,1110.0,186.0,1280.0,703.0
short10,15,0046,5,584.0,109.0,1034.0,685.0
short10,15,0046,4,1100.0,182.0,1280.0,715.0
short10,15,0047,5,681.0,90.0,1039.0,680.0
short10,15,0047,4,1108.0,178.0,1280.0,714.0
short10,15,0048,5,696.0,78.0,1051.0,684.0
short10,15,0048,4,1108.0,177.0,1280.0,714.0
short10,16,0046,5,584.0,109.0,1034.0,685.0
short10,16,0046,3,1100.0,182.0,1280.0,715.0
short10,16,0047,5,681.0,90.0,1039.0,680.0
short10,16,0047,3,1108.0,178.0,1280.0,714.0
short10,16,0048,5,696.0,78.0,1051.0,684.0
short10,16,0048,3,1108.0,177.0,1280.0,714.0
short10,16,0049,5,697.0,74.0,1060.0,690.0
short10,16,0049,3,1112.0,179.0,1280.0,713.0
short10,16,0050,5,715.0,75.0,1072.0,684.0
short10,16,0050,3,1100.0,180.0,1280.0,712.0
short10,16,0051,5,708.0,82.0,1082.0,690.0
short10,16,0051,3,1093.0,177.0,1280.0,714.0
short10,17,0049,5,697.0,74.0,1060.0,690.0
short10,17,0049,3,1112.0,179.0,1280.0,713.0
short10,17,0049,2,336.0,111.0,686.0,685.0
short10,17,0050,5,715.0,75.0,1072.0,684.0
short10,17,0050,3,1100.0,180.0,1280.0,712.0
short10,17,0050,2,196.0,271.0,379.0,440.0
short10,17,0051,5,708.0,82.0,1082.0,690.0
short10,17,0051,3,1093.0,177.0,1280.0,714.0
short10,17,0051,2,202.0,272.0,385.0,442.0
short10,17,0052,5,711.0,88.0,1104.0,692.0
short10,17,0052,3,1075.0,177.0,1280.0,698.0
short10,17,0052,2,204.0,281.0,385.0,446.0
short10,17,0053,5,712.0,94.0,1105.0,694.0
short10,17,0053,3,1074.0,180.0,1280.0,704.0
short10,17,0053,2,293.0,283.0,700.0,699.0
short10,17,0054,5,716.0,104.0,1109.0,696.0
short10,17,0054,3,1077.0,183.0,1280.0,700.0
short10,17,0054,2,206.0,281.0,383.0,450.0
short10,18,0052,3,711.0,88.0,1104.0,692.0
short10,18,0052,1,204.0,281.0,385.0,446.0
short10,18,0053,3,712.0,94.0,1105.0,694.0
short10,18,0053,1,293.0,283.0,700.0,699.0
short10,18,0054,3,716.0,104.0,1109.0,696.0
short10,18,0054,1,294.0,267.0,702.0,702.0
short10,18,0055,3,1093.0,190.0,1280.0,687.0
short10,18,0055,1,295.0,227.0,701.0,701.0
short10,18,0056,3,1088.0,187.0,1280.0,687.0
short10,18,0056,1,294.0,198.0,714.0,702.0
short10,18,0057,3,1056.0,188.0,1278.0,688.0
short10,18,0057,1,294.0,179.0,731.0,701.0
short10,19,0055,5,1093.0,190.0,1280.0,687.0
short10,19,0056,5,1088.0,187.0,1280.0,687.0
short10,19,0057,5,803.0,78.0,1093.0,687.0
short10,19,0058,5,806.0,79.0,1105.0,688.0
short10,19,0059,5,801.0,84.0,1107.0,689.0
short10,19,0060,5,793.0,88.0,1094.0,687.0
short10,20,0058,2,806.0,79.0,1105.0,688.0
short10,20,0058,4,294.0,165.0,746.0,700.0
short10,20,0058,1,1055.0,191.0,1262.0,690.0
short10,20,0059,2,801.0,84.0,1107.0,689.0
short10,20,0059,4,293.0,140.0,745.0,703.0
short10,20,0059,1,1045.0,200.0,1249.0,689.0
short10,20,0060,2,793.0,88.0,1094.0,687.0
short10,20,0060,4,296.0,138.0,734.0,700.0
short10,20,0060,1,997.0,209.0,1228.0,560.0
short10,20,0061,2,800.0,84.0,1066.0,687.0
short10,20,0061,4,287.0,164.0,752.0,699.0
short10,20,0061,1,1161.0,285.0,1280.0,449.0
short10,20,0062,2,794.0,82.0,1019.0,693.0
short10,20,0062,4,289.0,184.0,754.0,698.0
short10,20,0062,1,947.0,216.0,1171.0,689.0
short10,20,0063,2,787.0,89.0,1012.0,689.0
short10,20,0063,4,289.0,198.0,751.0,698.0
short10,20,0063,1,1085.0,285.0,1170.0,370.0
short10,21,0061,3,800.0,84.0,1066.0,687.0
short10,21,0061,2,287.0,164.0,752.0,699.0
short10,21,0062,3,794.0,82.0,1019.0,693.0
short10,21,0062,2,289.0,184.0,754.0,698.0
short10,21,0063,3,787.0,89.0,1012.0,689.0
short10,21,0063,2,289.0,198.0,751.0,698.0
short10,21,0064,3,783.0,97.0,1029.0,689.0
short10,21,0064,2,285.0,194.0,747.0,700.0
short10,21,0065,3,857.0,91.0,1046.0,362.0
short10,21,0065,2,281.0,185.0,743.0,701.0
short10,21,0066,3,896.0,94.0,1081.0,452.0
short10,21,0066,2,276.0,181.0,743.0,702.0
short10,22,0064,2,783.0,97.0,1029.0,689.0
short10,22,0064,1,285.0,194.0,747.0,700.0
short10,22,0064,3,901.0,218.0,1103.0,560.0
short10,22,0065,2,857.0,91.0,1046.0,362.0
short10,22,0065,1,281.0,185.0,743.0,701.0
short10,22,0065,3,784.0,216.0,1087.0,689.0
short10,22,0066,2,896.0,94.0,1081.0,452.0
short10,22,0066,1,276.0,181.0,743.0,702.0
short10,22,0066,3,630.0,330.0,817.0,454.0
short10,22,0067,2,910.0,91.0,1087.0,449.0
short10,22,0067,1,266.0,164.0,733.0,702.0
short10,22,0067,3,363.0,164.0,599.0,457.0
short10,22,0068,2,899.0,84.0,1196.0,688.0
short10,22,0068,1,263.0,160.0,727.0,702.0
short10,22,0068,3,355.0,159.0,588.0,458.0
short10,22,0069,2,864.0,84.0,1188.0,683.0
short10,22,0069,1,257.0,163.0,737.0,704.0
short10,22,0069,3,353.0,163.0,583.0,458.0
short10,23,0067,5,903.0,91.0,1206.0,688.0
short10,23,0067,4,363.0,164.0,599.0,457.0
short10,23,0068,5,899.0,84.0,1196.0,688.0
short10,23,0068,4,355.0,159.0,588.0,458.0
short10,23,0069,5,864.0,84.0,1188.0,683.0
short10,23,0069,4,353.0,163.0,583.0,458.0
short10,23,0070,5,869.0,90.0,1061.0,433.0
short10,23,0070,4,356.0,176.0,578.0,457.0
short10,23,0071,5,863.0,90.0,1054.0,431.0
short10,23,0071,4,253.0,183.0,734.0,702.0
short10,23,0072,5,862.0,91.0,1059.0,450.0
short10,23,0072,4,286.0,187.0,729.0,699.0
short10,24,0070,1,251.0,172.0,740.0,702.0
short10,24,0070,5,869.0,90.0,1061.0,433.0
short10,24,0071,1,253.0,183.0,734.0,702.0
short10,24,0071,5,863.0,90.0,1054.0,431.0
short10,24,0072,1,286.0,187.0,729.0,699.0
short10,24,0072,5,862.0,91.0,1059.0,450.0
short10,24,0073,1,279.0,182.0,729.0,698.0
short10,24,0073,5,848.0,93.0,1065.0,455.0
short10,24,0074,1,274.0,176.0,737.0,698.0
short10,24,0074,5,833.0,96.0,1071.0,455.0
short10,24,0075,1,272.0,154.0,729.0,698.0
short10,24,0075,5,826.0,97.0,1044.0,366.0
short10,25,0073,3,279.0,182.0,729.0,698.0
short10,25,0074,3,274.0,176.0,737.0,698.0
short10,25,0075,3,272.0,154.0,729.0,698.0
short10,25,0076,3,408.0,142.0,666.0,458.0
short10,25,0077,3,419.0,141.0,865.0,456.0
short10,25,0078,3,277.0,153.0,897.0,697.0
short10,26,0076,3,840.0,95.0,1036.0,364.0
short10,26,0077,3,861.0,95.0,1042.0,378.0
short10,26,0078,3,912.0,89.0,1059.0,364.0
short10,26,0079,3,966.0,98.0,1097.0,359.0
short10,26,0080,3,991.0,109.0,1121.0,359.0
short10,26,0081,3,946.0,108.0,1123.0,384.0
short10,27,0079,5,966.0,98.0,1097.0,359.0
short10,27,0080,5,991.0,109.0,1121.0,359.0
short10,27,0081,5,946.0,108.0,1123.0,384.0
short10,27,0082,5,764.0,97.0,1098.0,689.0
short10,27,0083,5,899.0,91.0,1078.0,379.0
short10,27,0084,5,745.0,93.0,1055.0,692.0
short10,28,0082,3,307.0,124.0,751.0,692.0
short10,28,0082,1,916.0,95.0,1102.0,385.0
short10,28,0083,3,386.0,112.0,595.0,461.0
short10,28,0083,1,763.0,92.0,1076.0,691.0
short10,28,0084,3,288.0,102.0,713.0,690.0
short10,28,0084,1,745.0,93.0,1055.0,692.0
short10,28,0085,3,284.0,102.0,708.0,691.0
short10,28,0085,1,742.0,102.0,1048.0,691.0
short10,28,0086,3,605.0,186.0,716.0,382.0
short10,28,0086,1,733.0,108.0,1043.0,691.0
short10,28,0087,3,319.0,103.0,701.0,689.0
short10,28,0087,1,730.0,119.0,1040.0,688.0
short10,29,0085,4,992.0,238.0,1258.0,690.0
short10,29,0085,3,742.0,102.0,1048.0,691.0
short10,29,0085,2,284.0,102.0,708.0,691.0
short10,29,0085,1,41.0,291.0,227.0,459.0
short10,29,0086,4,978.0,232.0,1252.0,690.0
short10,29,0086,3,733.0,108.0,1043.0,691.0
short10,29,0086,2,605.0,186.0,716.0,382.0
short10,29,0086,1,31.0,285.0,217.0,458.0
short10,29,0087,4,976.0,232.0,1246.0,690.0
short10,29,0087,3,730.0,119.0,1040.0,688.0
short10,29,0087,2,319.0,103.0,701.0,689.0
short10,29,0087,1,25.0,292.0,210.0,458.0
short10,29,0088,4,968.0,233.0,1235.0,690.0
short10,29,0088,3,731.0,122.0,1040.0,692.0
short10,29,0088,2,324.0,107.0,700.0,693.0
short10,29,0088,1,21.0,293.0,204.0,459.0
short10,29,0089,4,950.0,240.0,1210.0,690.0
short10,29,0089,3,852.0,110.0,1055.0,357.0
short10,29,0089,2,324.0,113.0,694.0,694.0
short10,29,0089,1,13.0,292.0,197.0,461.0
short10,29,0090,4,940.0,245.0,1187.0,690.0
short10,29,0090,3,876.0,96.0,1052.0,373.0
short10,29,0090,2,279.0,115.0,690.0,696.0
short10,29,0090,1,6.0,291.0,193.0,460.0
short10,30,0088,3,731.0,122.0,1040.0,692.0
short10,30,0088,2,324.0,107.0,700.0,693.0
short10,30,0089,3,852.0,110.0,1055.0,357.0
short10,30,0089,2,324.0,113.0,694.0,694.0
short10,30,0090,3,876.0,96.0,1052.0,373.0
short10,30,0090,2,279.0,115.0,690.0,696.0
short10,30,0091,3,837.0,88.0,1035.0,369.0
short10,30,0091,2,313.0,115.0,681.0,691.0
short10,30,0092,3,811.0,87.0,1037.0,432.0
short10,30,0092,2,302.0,112.0,672.0,687.0
short10,30,0093,3,806.0,85.0,1035.0,453.0
short10,30,0093,2,566.0,186.0,705.0,382.0
short10,33,0097,4,245.0,127.0,638.0,708.0
short10,33,0097,1,618.0,106.0,909.0,707.0
short10,33,0097,2,1112.0,416.0,1238.0,546.0
short10,33,0097,3,861.0,386.0,964.0,494.0
short10,33,0098,4,247.0,120.0,648.0,708.0
short10,33,0098,1,617.0,88.0,912.0,706.0
short10,33,0098,2,1015.0,395.0,1126.0,527.0
short10,33,0098,3,863.0,384.0,966.0,490.0
short10,33,0099,4,249.0,113.0,685.0,705.0
short10,33,0099,1,620.0,92.0,912.0,706.0
short10,33,0099,2,1021.0,393.0,1129.0,522.0
short10,33,0099,3,1114.0,412.0,1242.0,541.0
short10,33,0100,4,282.0,105.0,741.0,706.0
short10,33,0100,1,607.0,117.0,901.0,708.0
short10,33,0100,2,1020.0,396.0,1128.0,521.0
short10,33,0100,3,862.0,378.0,968.0,484.0
short10,33,0101,4,274.0,100.0,711.0,707.0
short10,33,0101,1,591.0,133.0,878.0,708.0
short10,33,0101,2,1027.0,393.0,1137.0,521.0
short10,33,0101,3,864.0,378.0,974.0,484.0
short10,33,0102,4,297.0,105.0,671.0,709.0
short10,33,0102,1,624.0,136.0,871.0,709.0
short10,33,0102,2,1030.0,392.0,1143.0,523.0
short10,33,0102,3,878.0,378.0,979.0,485.0
short10,34,0100,1,282.0,105.0,741.0,706.0
short10,34,0100,2,607.0,117.0,901.0,708.0
short10,34,0100,5,1115.0,411.0,1242.0,539.0
short10,34,0101,1,274.0,100.0,711.0,707.0
short10,34,0101,2,591.0,133.0,878.0,708.0
short10,34,0101,5,1126.0,414.0,1254.0,543.0
short10,34,0102,1,297.0,105.0,671.0,709.0
short10,34,0102,2,624.0,136.0,871.0,709.0
short10,34,0102,5,1129.0,412.0,1262.0,542.0
short10,34,0103,1,309.0,104.0,691.0,708.0
short10,34,0103,2,608.0,150.0,897.0,710.0
short10,34,0103,5,1033.0,393.0,1145.0,523.0
short10,34,0104,1,327.0,77.0,720.0,707.0
short10,34,0104,2,575.0,153.0,927.0,708.0
short10,34,0104,5,1035.0,389.0,1147.0,519.0
short10,34,0105,1,262.0,79.0,579.0,706.0
short10,34,0105,2,529.0,159.0,871.0,709.0
short10,34,0105,5,1032.0,391.0,1142.0,521.0
short10,35,0103,1,309.0,104.0,691.0,708.0
short10,35,0103,2,608.0,150.0,897.0,710.0
short10,35,0103,3,1033.0,393.0,1145.0,523.0
short10,35,0104,1,327.0,77.0,720.0,707.0
short10,35,0104,2,575.0,153.0,927.0,708.0
short10,35,0104,3,1035.0,389.0,1147.0,519.0
short10,35,0105,1,262.0,79.0,579.0,706.0
short10,35,0105,2,529.0,159.0,871.0,709.0
short10,35,0105,3,1032.0,391.0,1142.0,521.0
short10,35,0106,1,79.0,92.0,557.0,702.0
short10,35,0106,2,275.0,175.0,902.0,709.0
short10,35,0106,3,1037.0,391.0,1149.0,521.0
short10,35,0107,1,0.0,86.0,280.0,633.0
short10,35,0107,2,331.0,141.0,921.0,709.0
short10,35,0107,3,1157.0,410.0,1280.0,545.0
short10,35,0108,1,0.0,57.0,283.0,635.0
short10,35,0108,2,486.0,106.0,939.0,709.0
short10,35,0108,3,1191.0,416.0,1280.0,545.0
short10,36,0106,3,1139.0,409.0,1275.0,540.0
short10,36,0107,3,1157.0,410.0,1280.0,545.0
short10,36,0108,3,1191.0,416.0,1280.0,545.0
short10,36,0109,3,965.0,386.0,1080.0,498.0
short10,36,0110,3,686.0,74.0,1107.0,710.0
short10,36,0111,3,722.0,112.0,1195.0,709.0
short10,37,0109,1,646.0,77.0,1006.0,707.0
short10,37,0110,1,686.0,74.0,1107.0,710.0
short10,37,0111,1,722.0,112.0,1195.0,709.0
short10,37,0112,1,775.0,127.0,1236.0,711.0
short10,37,0113,1,802.0,97.0,1247.0,710.0
short10,37,0114,1,856.0,68.0,1229.0,709.0
short10,38,0112,1,775.0,127.0,1236.0,711.0
short10,38,0113,1,802.0,97.0,1247.0,710.0
short10,38,0114,1,856.0,68.0,1229.0,709.0
short10,38,0115,1,826.0,85.0,1230.0,709.0
short10,38,0116,1,762.0,129.0,1210.0,711.0
short10,38,0117,1,750.0,128.0,1185.0,712.0
short10,39,0115,1,826.0,85.0,1230.0,709.0
short10,39,0116,1,762.0,129.0,1210.0,711.0
short10,39,0117,1,750.0,128.0,1185.0,712.0
short10,39,0118,1,786.0,87.0,1188.0,709.0
short10,39,0119,1,810.0,58.0,1199.0,708.0
short10,39,0120,1,836.0,76.0,1208.0,707.0
short10,40,0118,2,786.0,87.0,1188.0,709.0
short10,40,0118,3,0.0,112.0,309.0,493.0
short10,40,0119,2,810.0,58.0,1199.0,708.0
short10,40,0119,3,43.0,73.0,334.0,431.0
short10,40,0120,2,836.0,76.0,1208.0,707.0
short10,40,0120,3,94.0,46.0,367.0,414.0
short10,40,0121,2,822.0,130.0,1194.0,707.0
short10,40,0121,3,162.0,54.0,412.0,586.0
short10,40,0122,2,815.0,164.0,1191.0,711.0
short10,40,0122,3,212.0,94.0,449.0,623.0
short10,40,0123,2,811.0,163.0,1192.0,711.0
short10,40,0123,3,232.0,130.0,492.0,542.0
